,target_id,total_sales,difference,monthly_sales,item_link_x,total_number_of_comments,average_comments_permonth,total_number_of_reviews,average_reviews_permonth
737,725626002,9,0,inf,https://www.etsy.com/listing/725626002/medieval-dinner-knife-bone-handle-02-m?ref=shop_review,4,inf,4,inf
738,726857829,18,8,2.25,https://www.etsy.com/listing/726857829/sax-blade-gotland-polished-02-sax-kl-got?ref=shop_review,7,0.875,8,1.0
739,727348535,36,10,3.6,https://www.etsy.com/listing/727348535/early-medieval-sax-blade-carbon-steel-02?ref=shop_review,5,0.5,6,0.6
740,727351509,16,22,0.7272727272727273,https://www.etsy.com/listing/727351509/alemannic-seax-blade-damascus-02-sax-kl?ref=shop_review,1,0.045454545454545456,3,0.13636363636363635
741,731214674,10,4,2.5,https://www.etsy.com/listing/731214674/brooch-from-lindholm-hoeje-07-br?ref=shop_review,4,1.0,4,1.0
742,732524630,40,8,5.0,https://www.etsy.com/listing/732524630/pair-viking-leg-wrap-hooks-raven-06-lwh?ref=shop_review,7,0.875,12,1.5
743,732531096,18,17,1.0588235294117647,https://www.etsy.com/listing/732531096/replica-of-a-viking-brooch-from-birka-07?ref=shop_review,8,0.47058823529411764,9,0.5294117647058824
744,732531238,13,23,0.5652173913043478,https://www.etsy.com/listing/732531238/viking-brooch-in-borre-style-07-br-3?ref=shop_review,1,0.043478260869565216,2,0.08695652173913043
745,732531633,5,22,0.22727272727272727,https://www.etsy.com/listing/732531633/viking-bead-no-b13-hole-4-mm-07-bea-13?ref=shop_review,1,0.045454545454545456,1,0.045454545454545456
746,732786485,18,5,3.6,https://www.etsy.com/listing/732786485/viking-ear-ring-gotland-sphere-07-or?ref=shop_review,5,1.0,5,1.0
747,732787331,22,8,2.75,https://www.etsy.com/listing/732787331/pair-viking-leg-wrap-hooks-from-bjorko?ref=shop_review,2,0.25,5,0.625
748,732790613,21,16,1.3125,https://www.etsy.com/listing/732790613/bronze-clasp-viking-raven-06-gwh-rabg1-g?ref=shop_review,7,0.4375,10,0.625
749,732808225,7,0,inf,https://www.etsy.com/listing/732808225/viking-neck-ring-oseberg-07-torque-ose?ref=shop_review,2,inf,2,inf
750,732809331,15,22,0.6818181818181818,https://www.etsy.com/listing/732809331/viking-arm-ring-gotland-07-ar-ose-m-n2-a?ref=shop_review,2,0.09090909090909091,4,0.18181818181818182
751,732820732,3,2,1.5,https://www.etsy.com/listing/732820732/viking-box-brooch-large-07-fi-dose-2-n1?ref=shop_review,1,0.5,1,0.5
752,733089826,22,8,2.75,https://www.etsy.com/listing/733089826/viking-comb-pendant-0-bartkammg1-c-2?ref=shop_review,1,0.125,2,0.25
753,733402066,44,20,2.2,https://www.etsy.com/listing/733402066/viking-bead-separator-serpent-07-pvt?ref=shop_review,9,0.45,14,0.7
754,733408648,5,19,0.2631578947368421,https://www.etsy.com/listing/733408648/viking-disc-brooch-from-norway-07-br-2?ref=shop_review,2,0.10526315789473684,2,0.10526315789473684
755,733710131,6,9,0.6666666666666666,https://www.etsy.com/listing/733710131/viking-belt-stud-intertwined-08-zn?ref=shop_review,1,0.1111111111111111,2,0.2222222222222222
